"","V1","V2","generated_from"
"4025","Flensburg","Esbjerg",382
"4026","Dresden","Flensburg",382
"4027","Bad Segeberg","Flensburg",382
"4028","Bielefeld","Flensburg",382
"4029","Flensburg","Aalborg",382
"4030","Flensburg","Fredericia",382
"4031","Flensburg","Lund",382
"4032","Wuppertal","Flensburg",382
"4033","Erlangen","Flensburg",382
"4034","Mannheim","Flensburg",382
"4035","Flensburg","Wismar",382
"4036","Erfurt","Flensburg",382
"4037","Flensburg","KrusÃ¥",382
"4038","Flensburg","Fulda",382
"4039","Duisburg","Flensburg",382
"4040","Flensburg","Jena",382
"4041","Flensburg","Vejle",382
"4042","Flensburg","Weimar",382
"4043","Flensburg","OsnabrÃ¼ck",382
"4044","Darmstadt","Flensburg",382
"4045","Flensburg","MÃ¼nster",382
"4046","Flensburg","Kiel",382
"4047","Flensburg","Kaltenkirchen",382
"4048","Flensburg","Stettin",382
"4049","Flensburg","LÃ¼beck",382
"4050","Flensburg","Potsdam",382
"4051","Flensburg","NeumÃ¼nster",382
"4052","Flensburg","Randers",382
"4053","Flensburg","Greifswald",382
"4054","WÃ¼rzburg","Flensburg",382
"4055","Flensburg","BrÃ¼ssel",382
"4056","Start","End",185
"4057","Frankfurt","Flughafen Frankfurt-Hahn",185
"4058","Berlin","Flughafen Frankfurt-Hahn",185
"4059","Bad Hersfeld","Flughafen Frankfurt-Hahn",185
"4060","Mainz","Flughafen Frankfurt-Hahn",185
"4061","MÃ¼nchen","Flughafen Frankfurt-Hahn",185
"4062","Flughafen Frankfurt-Hahn","Ljubljana",185
"4063","Flughafen Frankfurt-Hahn","Zagreb",185
"4064","Mannheim","Flughafen Frankfurt-Hahn",185
"4065","Stuttgart","Flughafen Frankfurt-Hahn",185
"4066","Karlsruhe","Flughafen Frankfurt-Hahn",185
"4067","Flughafen Frankfurt-Hahn","Bled",185
"4068","Flughafen Frankfurt-Hahn","Nova GradiÅ¡ka",185
"4069","Wiesbaden","Flughafen Frankfurt-Hahn",185
"4070","Flughafen Frankfurt-Hahn","Slavonski Brod",185
"4071","Trier","Flughafen Frankfurt-Hahn",185
"4072","Flughafen Frankfurt-Hahn","Vinkovci",185
"4073","Luxemburg","Flughafen Frankfurt-Hahn",185
"4074","Flughafen Frankfurt-Hahn","Å½upanja",185
"4075","Flughafen Frankfurt-Hahn","Diedenhofen (Thionville)",185
"4076","Flughafen Frankfurt-Hahn","Kutina",185
"4077","Frankfurt Flughafen","Flughafen Frankfurt-Hahn",185
"4078","Flughafen Frankfurt-Hahn","Vukovar",185
"4079","Flughafen Frankfurt-Hahn","Metz",185
"4080","Flughafen Frankfurt-Hahn","Nancy",185
"4081","Start","End",246
"4082","MÃ¼nchen","Flughafen Memmingen",246
"4083","NÃ¼rnberg","Flughafen Memmingen",246
"4084","Weimar","Flughafen Memmingen",246
"4085","Erlangen","Flughafen Memmingen",246
"4086","MÃ¼nchen-Flughafen","Flughafen Memmingen",246
"4087","Erfurt","Flughafen Memmingen",246
"4088","Ãœberlingen","Flughafen Memmingen",246
"4089","Basel/Weil am Rhein","Flughafen Memmingen",246
"4090","Wangen","Flughafen Memmingen",246
"4091","ZÃ¼rich","Flughafen Memmingen",246
"4092","St. Gallen","Flughafen Memmingen",246
"4093","Meersburg","Flughafen Memmingen",246
"4094","Ravensburg","Flughafen Memmingen",246
"4095","Freiburg","Flughafen Memmingen",246
"4096","Markdorf","Flughafen Memmingen",246
"4097","Friedrichshafen","Flughafen Memmingen",246
"4098","Engen","Flughafen Memmingen",246
"4099","Stockach","Flughafen Memmingen",246
"4100","Zella-Mehlis (Suhl/Oberhof)","Flughafen Memmingen",246
"4101","Zagreb","Flughafen Memmingen",246
"4102","Titisee-Neustadt","Flughafen Memmingen",246
"4103","Ljubljana","Flughafen Memmingen",246
"4104","Bamberg","Flughafen Memmingen",246
"4105","Basel Euroairport","Flughafen Memmingen",246
"4106","Jena","Flughafen Memmingen",246
"4107","FÃ¼ssen","Flughafen Memmingen",246
"4108","Start","End",384
"4109","Frankfurt","Frankenberg (Eder)",384
"4110","Hamburg","Frankenberg (Eder)",384
"4111","Heidelberg","Frankenberg (Eder)",384
"4112","Augsburg","Frankenberg (Eder)",384
"4113","TÃ¼bingen","Frankenberg (Eder)",384
"4114","Bielefeld","Frankenberg (Eder)",384
"4115","Heilbronn","Frankenberg (Eder)",384
"4116","Stuttgart","Frankenberg (Eder)",384
"4117","Reutlingen","Frankenberg (Eder)",384
"4118","Frankfurt Flughafen","Frankenberg (Eder)",384
"4119","Frankenberg (Eder)","OsnabrÃ¼ck",384
"4120","Frankenberg (Eder)","Homburg",384
"4121","Frankenberg (Eder)","SaarbrÃ¼cken",384
"4122","Frankenberg (Eder)","Ulm",384
"4123","Friedrichshafen","Frankenberg (Eder)",384
"4124","Frankenberg (Eder)","Ravensburg",384
"4125","MÃ¼nchen","Frankenberg (Eder)",384
"4126","Frankenberg (Eder)","Paderborn",384
"4127","Start","End",96
"4128","Frankfurt","Wetter (Hessen)",96
"4129","Frankfurt","LÃ¶wen",96
"4130","Frankfurt","Dortmund",96
"4131","Frankfurt","NÃ¼rnberg",96
"4132","Frankfurt","Leipzig",96
"4133","Frankfurt","Stuttgart",96
"4134","Berlin","Frankfurt",96
"4135","Frankfurt","London",96
"4136","Frankfurt","KÃ¶ln",96
"4137","Frankfurt","DÃ¼sseldorf",96
"4138","Frankfurt","Bremen",96
"4139","Frankfurt","Hamburg",96
"4140","Frankfurt","Essen",96
"4141","Frankfurt","Paris",96
"4142","MÃ¼nchen","Frankfurt",96
"4143","Frankfurt","Amsterdam",96
"4144","Frankfurt","Hannover",96
"4145","Frankfurt","Magdeburg",96
"4146","Freiburg","Frankfurt",96
"4147","Frankfurt","Rom",96
"4148","Frankfurt","Augsburg",96
"4149","Frankfurt","Nizza",96
"4150","Frankfurt","Wien",96
"4151","Frankfurt","Mannheim",96
"4152","Frankfurt","Budapest",96
"4153","ZÃ¼rich","Frankfurt",96
"4154","Frankfurt","Ulm",96
"4155","Frankfurt","MÃ¶nchengladbach",96
"4156","Frankfurt","Heidelberg",96
"4157","Frankfurt","Ingolstadt",96
"4158","Frankfurt","Lyon",96
"4159","Frankfurt","Bielefeld",96
"4160","Frankfurt","Zagreb",96
"4161","Frankfurt","Kassel",96
"4162","Frankfurt","Split",96
"4163","Frankfurt","GieÃŸen",96
"4164","Frankfurt","Schweinfurt",96
"4165","Frankfurt","Prag",96
"4166","Frankfurt","Basel/Weil am Rhein",96
"4167","Frankfurt","Seefeld",96
"4168","Frankfurt","Karlsruhe",96
"4169","Frankfurt","WÃ¼rzburg",96
"4170","Frankfurt","Dresden",96
"4171","Frankfurt","Bonn",96
"4172","Frankfurt","Salzburg",96
"4173","Frankfurt","Kiew",96
"4174","Frankfurt","Mailand",96
"4175","Frankfurt","Sarajevo",96
"4176","Frankfurt","Kopenhagen",96
"4177","Frankfurt","Venedig",96
"4178","Frankfurt","Fulda",96
"4179","Frankfurt","Luxemburg",96
"4180","Frankfurt","Koblenz",96
"4181","Frankfurt","Zadar",96
"4182","Frankfurt","Innsbruck",96
"4183","Frankfurt","MÃ¼nster",96
"4184","Frankfurt","Aachen",96
"4185","Frankfurt","Krakau",96
"4186","Frankfurt","SaarbrÃ¼cken",96
"4187","Frankfurt","StraÃŸburg",96
"4188","Frankfurt","BrÃ¼ssel",96
"4189","Frankfurt","Linz",96
"4190","Frankfurt","Graz",96
"4191","Frankfurt","Ljubljana",96
"4192","Frankfurt","Marburg",96
"4193","Frankfurt","Paderborn",96
"4194","Frankfurt","Trier",96
"4195","Frankfurt","Bologna",96
"4196","Frankfurt","Tuzla",96
"4197","Frankfurt","Halle",96
"4198","Frankfurt","Erfurt",96
"4199","Friedrichshafen","Frankfurt",96
"4200","Frankfurt","Bukarest",96
"4201","Frankfurt","Lille",96
"4202","Frankfurt","Kaiserslautern",96
"4203","Frankfurt","Florenz",96
"4204","Frankfurt","Heilbronn",96
"4205","Frankfurt","Rotterdam",96
"4206","Frankfurt","Bari",96
"4207","Frankfurt","Duisburg",96
"4208","Frankfurt","GÃ¶ttingen",96
"4209","Frankfurt","Baden-Baden",96
"4210","Frankfurt","Siegen",96
"4211","Frankfurt","Rijeka",96
"4212","Frankfurt","Bochum",96
"4213","Frankfurt","Turin",96
"4214","Frankfurt","Verona",96
"4215","Frankfurt","Eindhoven",96
"4216","Frankfurt","Pisa",96
"4217","Frankfurt","Rust (Europa-Park)",96
"4218","Frankfurt","Kiel",96
"4219","Frankfurt","Regensburg",96
"4220","Frankfurt","Bratislava",96
"4221","Frankfurt","Memmingen",96
"4222","Frankfurt","OsnabrÃ¼ck",96
"4223","Frankfurt","Bamberg",96
"4224","Frankfurt","Genua",96
"4225","Frankfurt","Genf",96
"4226","Frankfurt","Braunschweig",96
"4227","Frankfurt","Wuppertal",96
"4228","Frankfurt","Frankenberg (Eder)",96
"4229","Frankfurt","Jena",96
"4230","Frankfurt","Reutlingen",96
"4231","Frankfurt","Wertheim",96
"4232","Frankfurt","Gotha",96
"4233","Frankfurt","Utrecht",96
"4234","Frankfurt","Erlangen",96
"4235","Frankfurt","TÃ¼bingen",96
"4236","Frankfurt","Bern",96
"4237","Frankfurt","Offenburg",96
"4238","Frankfurt","Chemnitz",96
"4239","Frankfurt","Pforzheim",96
"4240","Frankfurt","Antwerpen",96
"4241","Frankfurt","Sibiu",96
"4242","Frankfurt","Krefeld",96
"4243","Frankfurt","Passau",96
"4244","Frankfurt","Breslau",96
"4245","Frankfurt","Den Haag",96
"4246","Frankfurt","Metz",96
"4247","Frankfurt","Weinheim (BergstraÃŸe)",96
"4248","Konstanz","Frankfurt",96
"4249","Frankfurt","Oldenburg",96
"4250","Frankfurt","Bayreuth",96
"4251","Frankfurt","Maastricht",96
"4252","Frankfurt","Kattowitz",96
"4253","Frankfurt","Lwiw",96
"4254","Frankfurt","Hagen",96
"4255","Frankfurt","Gelsenkirchen",96
"4256","Frankfurt","Bozen",96
"4257","Frankfurt","Weimar",96
"4258","Frankfurt","Montabaur",96
"4259","Frankfurt","Hamm",96
"4260","Frankfurt","Groningen",96
"4261","Frankfurt","Hildesheim",96
"4262","Frankfurt","Ravensburg",96
"4263","Frankfurt","Nancy",96
"4264","Frankfurt","Rimini",96
"4265","Frankfurt","Pescara",96
"4266","Frankfurt","Eisenach",96
"4267","Frankfurt","Pilsen",96
"4268","Frankfurt","Homburg",96
"4269","Frankfurt","Bad Hersfeld",96
"4270","Frankfurt","Flensburg",96
"4271","Frankfurt","Landau",96
"4272","Frankfurt","Colmar",96
"4273","Frankfurt","Kehl",96
"4274","Frankfurt","Flughafen Frankfurt-Hahn",96
"4275","Frankfurt","Ancona",96
"4276","Frankfurt","Luzern",96
"4277","Frankfurt","Mostar",96
"4278","Frankfurt","BrÃ¼gge",96
"4279","Frankfurt","Alsfeld",96
"4280","Frankfurt","Lausanne",96
"4281","Frankfurt","Korbach",96
"4282","Frankfurt","LÃ¼denscheid",96
"4283","Frankfurt","Lindau",96
"4284","Frankfurt","Remscheid",96
"4285","Frankfurt","Garmisch-Partenkirchen",96
"4286","Frankfurt","GÃ¼tersloh",96
"4287","Frankfurt","Winterberg",96
"4288","Frankfurt","Gent",96
"4289","Frankfurt","Cannes",96
"4290","Frankfurt","Thun",96
"4291","Frankfurt","Venlo",96
"4292","Frankfurt","Interlaken",96
"4293","Frankfurt","Bottrop",96
"4294","Frankfurt","Ostrava",96
"4295","Frankfurt","Deggendorf",96
"4296","Frankfurt","Bregenz",96
"4297","Frankfurt","Maribor",96
"4298","Frankfurt","Enschede",96
"4299","Frankfurt","Neckarsulm",96
"4300","Frankfurt","Reims",96
"4301","Frankfurt","Karlsbad",96
"4302","Frankfurt","Lippstadt",96
"4303","Frankfurt","Villingen-Schwenningen",96
"4304","Frankfurt","Roermond",96
"4305","Frankfurt","Wilhelmshaven",96
"4306","Frankfurt","Gera",96
"4307","Frankfurt","FÃ¼ssen",96
"4308","Frankfurt","LÃ¶rrach",96
"4309","Frankfurt","Parma",96
"4310","Frankfurt","BrÃ¼nn",96
"4311","Frankfurt","Vukovar",96
"4312","Frankfurt","Soltau",96
"4313","Frankfurt","MÃ¼nchen-Flughafen",96
"4314","Frankfurt","LÃ¼ttich",96
"4315","Frankfurt","Charleroi",96
"4316","Frankfurt","Brilon",96
"4317","Frankfurt","Bad Oeynhausen",96
"4318","Frankfurt","Nordhorn",96
"4319","Frankfurt","Savona",96
"4320","Frankfurt","Livorno",96
"4321","Frankfurt","Dessau",96
"4322","Frankfurt","Odense",96
"4323","Frankfurt","Dornbirn",96
"4324","Frankfurt","Limburg an der Lahn",96
"4325","Frankfurt","Leer",96
"4326","Frankfurt","Crotone",96
"4327","Frankfurt","Chur",96
"4328","Frankfurt","Policoro",96
"4329","Frankfurt","Ourense",96
"4330","Frankfurt","Osijek",96
"4331","Frankfurt","Slavonski Brod",96
"4332","Frankfurt","Sinaia",96
"4333","Frankfurt","Novara",96
"4334","Frankfurt","Hasselt",96
"4335","Frankfurt","Vechta",96
"4336","Frankfurt","Rossano",96
"4337","Frankfurt","Jesolo",96
"4338","Frankfurt","MonÃ§Ã£o",96
"4339","Frankfurt","Herzhausen (VÃ¶hl)",96
"4340","Frankfurt","BrÃ¼ssel Flughafen",96
"4341","Frankfurt","Valpovo",96
"4342","Frankfurt","Vinkovci",96
"4343","Frankfurt","Chivasso",96
"4344","Frankfurt","Riwne",96
"4345","Frankfurt","ÅÃ³dÅº",96
"4346","Frankfurt","Cerignola",96
"4347","Frankfurt","Montreux",96
"4348","Frankfurt","Vila Nova de Cerveira",96
"4349","Frankfurt","Visoko",96
"4350","Frankfurt","Venedig Flughafen",96
"4351","Frankfurt","Donji Miholjac",96
"4352","Frankfurt","Å½upanja",96
"4353","Frankfurt","Å ibenik",96
"4354","Frankfurt","Busto Arsizio",96
"4355","Frankfurt","Schytomyr",96
"4356","Frankfurt","RzeszÃ³w",96
"4357","Frankfurt","Trient",96
"4358","Frankfurt","Caminha",96
"4359","Frankfurt","Kiseljak",96
"4360","Frankfurt","Slatina",96
"4361","Frankfurt","Kutina",96
"4362","Frankfurt","Metapont",96
"4363","Frankfurt","GyÅ‘r",96
"4364","Frankfurt","TarnÃ³w",96
"4365","Frankfurt","Yverdon-les-Bains",96
"4366","Frankfurt","Vila Praia de Ã‚ncora",96
"4367","Frankfurt","Virovitica",96
"4368","Frankfurt","Helmstedt",96
"4369","Frankfurt","Trogir",96
"4370","Titisee-Neustadt","Frankfurt",96
"4371","Frankfurt","PrzemyÅ›l",96
"4372","Frankfurt","Basel Euroairport",96
"4373","Frankfurt","Viana do Castelo",96
"4374","Frankfurt","Northeim",96
"4375","Frankfurt","MÃ¼lhausen",96
"4376","Frankfurt","OlmÃ¼tz",96
"4377","Frankfurt","PitomaÄa",96
"4378","Frankfurt","Darmstadt",96
"4379","Frankfurt","Å»ory",96
"4380","Frankfurt","Hengelo",96
"4381","Frankfurt","Diedenhofen (Thionville)",96
"4382","Frankfurt","PÃ³voa de Varzim",96
"4383","Frankfurt","Deva",96
"4384","Frankfurt","Imotski",96
"4385","Frankfurt","ÄurÄ‘evac",96
"4386","Frankfurt","GospiÄ‡",96
"4387","Frankfurt","Montpellier",96
"4388","Frankfurt","Medyka",96
"4389","Frankfurt","Emmen",96
"4390","Frankfurt","Esposende",96
"4391","Frankfurt","SebeÈ™",96
"4392","Frankfurt","PosuÅ¡je",96
"4393","Frankfurt","Koprivnica",96
"4394","Frankfurt","Rheda-WiedenbrÃ¼ck",96
"4395","Frankfurt","Perpignan",96
"4396","Frankfurt","Foggia",96
"4397","Frankfurt","JastrzÄ™bie-ZdrÃ³j",96
"4398","Frankfurt","FÃ¼rth",96
"4399","Frankfurt","Derventa",96
"4400","Frankfurt","Riegel am Kaiserstuhl",96
"4401","Frankfurt","MelgaÃ§o",96
"4402","Frankfurt","Cheb",96
"4403","Frankfurt","Arad",96
"4404","Frankfurt","Å iroki Brijeg",96
"4405","Frankfurt","VaraÅ¾din",96
"4406","Frankfurt","Belfort",96
"4407","Frankfurt","Girona",96
"4408","Frankfurt","Doboj",96
"4409","Frankfurt","Hinterzarten",96
"4410","Frankfurt","Leon",96
"4411","Frankfurt","Marktredwitz",96
"4412","Frankfurt","BraÈ™ov",96
"4413","Frankfurt","Ptuj",96
"4414","Frankfurt","BesanÃ§on",96
"4415","Frankfurt","San Severo",96
"4416","Frankfurt","Termoli",96
"4417","Frankfurt","Figueres",96
"4418","Frankfurt","Bad Arolsen",96
"4419","Frankfurt","Zenica",96
"4420","Frankfurt","Mirto Crosia",96
"4421","Frankfurt","Ponferrada",96
"4422","Frankfurt","BischofsgrÃ¼n",96
"4423","Frankfurt","FÄƒgÄƒraÈ™",96
"4424","Frankfurt","Emden",96
"4425","Frankfurt","ÄŒakovec",96
"4426","Frankfurt","Isselburg",96
"4427","Frankfurt","Srebrenik",96
"4428","Frankfurt","Barcelona",96
"4429","Frankfurt","San Salvo",96
"4430","Frankfurt","Donaueschingen",96
"4431","Frankfurt","Kakanj",96
"4432","Frankfurt","Schiavonea",96
"4433","Frankfurt","Astorga",96
"4434","Frankfurt","Hollfeld",96
"4435","Frankfurt","PloieÈ™ti",96
"4436","Frankfurt","Puttgarden",96
"4437","Frankfurt","BrÄko",96
"4438","Frankfurt","Lloret de Mar",96
"4439","Frankfurt","Sibari",96
"4440","Frankfurt","Tours",96
"4441","Frankfurt","Å½epÄe",96
"4442","Frankfurt","Monforte de Lemos",96
"4443","Frankfurt","Fribourg (Suisse)",96
"4444","Frankfurt","LÃ¼beck",96
"4445","Frankfurt","Kolding",96
"4446","Frankfurt","OraÅ¡je",96
"4447","Frankfurt","Sanremo",96
"4448","Frankfurt","Cariati",96
"4449","Frankfurt","OrlÃ©ans",96
"4450","Frankfurt","Maglaj",96
"4451","Frankfurt","Saint-Ã‰tienne",96
"4452","Frankfurt","Versailles",96
"4453","Frankfurt","Lipova",96
"4454","Frankfurt","Lugano",96
"4455","Frankfurt","Oberhausen",96
"4456","Frankfurt","CirÃ² Marina",96
"4457","Frankfurt","La Spezia",96
"4458","Frankfurt","Blois",96
"4459","Frankfurt","Brod",96
"4460","Frankfurt","Tarent",96
"4461","Frankfurt","Les Ulis",96
"4462","Frankfurt","OrÄƒÈ™tie",96
"4463","Frankfurt","Mailand-Malpensa Flughafen",96
"4464","Frankfurt","Bad Zwesten",96
"4465","Frankfurt","Como",96
"4466","Frankfurt","Aosta",96
"4467","Frankfurt","ValenÃ§a do Minho",96
"4468","Frankfurt","Bellegarde",96
"4469","Frankfurt","Mittenwald",96
"4470","Frankfurt","Bled",96
"4471","Frankfurt","Nova GradiÅ¡ka",96
"4472","Frankfurt","SanthiÃ ",96
"4473","Frankfurt","Warschau",96
"4474","Start","End",849
"4475","Frankfurt (Oder)","OÅ›no Lubuskie",849
"4476","Frankfurt (Oder)","Chojnice",849
"4477","Frankfurt (Oder)","Starogard GdaÅ„ski",849
"4478","Frankfurt (Oder)","CzÅ‚uchÃ³w",849
"4479","Frankfurt (Oder)","Strzelce KrajeÅ„skie",849
"4480","Berlin","Frankfurt (Oder)",849
"4481","Hamburg","Frankfurt (Oder)",849
"4482","Warschau","Frankfurt (Oder)",849
"4483","ÅÃ³dÅº","Frankfurt (Oder)",849
"4484","LÃ¼beck","Frankfurt (Oder)",849
"4485","Danzig","Frankfurt (Oder)",849
"4486","Gdynia","Frankfurt (Oder)",849
"4487","Frankfurt (Oder)","WaÅ‚cz",849
"4488","Frankfurt (Oder)","GorzÃ³w Wielkopolski",849
"4489","Sopot","Frankfurt (Oder)",849
"4490","Slubice","Frankfurt (Oder)",849
"4491","Start","End",120
"4492","Frankfurt Flughafen","Venlo",120
"4493","Frankfurt Flughafen","Koblenz",120
"4494","Frankfurt Flughafen","Ingolstadt",120
"4495","Frankfurt Flughafen","Linz",120
"4496","Frankfurt Flughafen","Memmingen",120
"4497","Frankfurt Flughafen","Amsterdam",120
"4498","Frankfurt Flughafen","Kopenhagen",120
"4499","Frankfurt Flughafen","MÃ¼nchen-Flughafen",120
"4500","Frankfurt Flughafen","Genf",120
"4501","Frankfurt Flughafen","Vinkovci",120
"4502","StraÃŸburg","Frankfurt Flughafen",120
"4503","Frankfurt Flughafen","Passau",120
"4504","Frankfurt Flughafen","Hamm",120
"4505","Frankfurt Flughafen","Saint-Ã‰tienne",120
"4506","Frankfurt Flughafen","Augsburg",120
"4507","Frankfurt Flughafen","Ravensburg",120
"4508","Frankfurt Flughafen","BrÃ¼nn",120
"4509","Frankfurt Flughafen","Bad Oeynhausen",120
"4510","Frankfurt Flughafen","Trier",120
"4511","Frankfurt Flughafen","Puttgarden",120
"4512","Frankfurt Flughafen","Garmisch-Partenkirchen",120
"4513","Frankfurt Flughafen","Limburg an der Lahn",120
"4514","Frankfurt Flughafen","Å½upanja",120
"4515","KÃ¶ln","Frankfurt Flughafen",120
"4516","DÃ¼sseldorf","Frankfurt Flughafen",120
"4517","Frankfurt Flughafen","Mailand",120
"4518","Frankfurt Flughafen","Livorno",120
"4519","Frankfurt Flughafen","Hannover",120
"4520","Frankfurt Flughafen","Bozen",120
"4521","Frankfurt Flughafen","Baden-Baden",120
"4522","Frankfurt Flughafen","OsnabrÃ¼ck",120
"4523","Frankfurt Flughafen","Reutlingen",120
"4524","Frankfurt Flughafen","LÃ¼beck",120
"4525","Frankfurt Flughafen","Seefeld",120
"4526","Frankfurt Flughafen","BrÃ¼gge",120
"4527","Frankfurt Flughafen","Kutina",120
"4528","Karlsruhe","Frankfurt Flughafen",120
"4529","Frankfurt Flughafen","Schweinfurt",120
"4530","Frankfurt Flughafen","Pisa",120
"4531","Frankfurt Flughafen","Bamberg",120
"4532","Frankfurt Flughafen","Innsbruck",120
"4533","Frankfurt Flughafen","Montabaur",120
"4534","Frankfurt Flughafen","Brilon",120
"4535","Frankfurt Flughafen","Lille",120
"4536","Heilbronn","Frankfurt Flughafen",120
"4537","Frankfurt Flughafen","Bregenz",120
"4538","Frankfurt Flughafen","Colmar",120
"4539","Frankfurt Flughafen","Vukovar",120
"4540","WÃ¼rzburg","Frankfurt Flughafen",120
"4541","Frankfurt Flughafen","Winterberg",120
"4542","Frankfurt Flughafen","Nancy",120
"4543","Frankfurt Flughafen","Magdeburg",120
"4544","Frankfurt Flughafen","Bratislava",120
"4545","Frankfurt Flughafen","Lippstadt",120
"4546","Frankfurt Flughafen","MÃ¼nster",120
"4547","Frankfurt Flughafen","BrÃ¼ssel",120
"4548","Stuttgart","Frankfurt Flughafen",120
"4549","Frankfurt Flughafen","Ulm",120
"4550","Frankfurt Flughafen","Frankenberg (Eder)",120
"4551","Leipzig","Frankfurt Flughafen",120
"4552","Frankfurt Flughafen","Utrecht",120
"4553","Frankfurt Flughafen","La Spezia",120
"4554","Frankfurt Flughafen","Halle",120
"4555","Frankfurt Flughafen","Den Haag",120
"4556","Frankfurt Flughafen","Bellegarde",120
"4557","Frankfurt Flughafen","Dresden",120
"4558","Frankfurt Flughafen","Basel Euroairport",120
"4559","Frankfurt Flughafen","Oberhausen",120
"4560","Frankfurt Flughafen","GieÃŸen",120
"4561","Frankfurt Flughafen","Herzhausen (VÃ¶hl)",120
"4562","Titisee-Neustadt","Frankfurt Flughafen",120
"4563","Frankfurt Flughafen","Bielefeld",120
"4564","Frankfurt Flughafen","Remscheid",120
"4565","Frankfurt Flughafen","TÃ¼bingen",120
"4566","Frankfurt Flughafen","Enschede",120
"4567","Frankfurt Flughafen","Wertheim",120
"4568","Frankfurt Flughafen","Erlangen",120
"4569","Frankfurt Flughafen","Rotterdam",120
"4570","Frankfurt Flughafen","Breslau",120
"4571","Berlin","Frankfurt Flughafen",120
"4572","Frankfurt Flughafen","Erfurt",120
"4573","Frankfurt Flughafen","Korbach",120
"4574","Alsfeld","Frankfurt Flughafen",120
"4575","Frankfurt Flughafen","Eisenach",120
"4576","Frankfurt Flughafen","FÃ¼ssen",120
"4577","Frankfurt Flughafen","Wilhelmshaven",120
"4578","Frankfurt Flughafen","Kattowitz",120
"4579","Frankfurt Flughafen","OlmÃ¼tz",120
"4580","Frankfurt Flughafen","Homburg",120
"4581","Frankfurt Flughafen","GÃ¼tersloh",120
"4582","Frankfurt Flughafen","Warschau",120
"4583","ZÃ¼rich","Frankfurt Flughafen",120
"4584","Frankfurt Flughafen","Duisburg",120
"4585","Frankfurt Flughafen","LÃ¶wen",120
"4586","Bad Hersfeld","Frankfurt Flughafen",120
"4587","Frankfurt Flughafen","Isselburg",120
"4588","Frankfurt Flughafen","LÃ¼denscheid",120
"4589","Frankfurt Flughafen","Oldenburg",120
"4590","Frankfurt Flughafen","Krakau",120
"4591","Frankfurt Flughafen","Emmen",120
"4592","Frankfurt Flughafen","Landau",120
"4593","Frankfurt Flughafen","Gent",120
"4594","Frankfurt Flughafen","ÅÃ³dÅº",120
"4595","Freiburg","Frankfurt Flughafen",120
"4596","Frankfurt Flughafen","Gera",120
"4597","Frankfurt Flughafen","Lyon",120
"4598","Hamburg","Frankfurt Flughafen",120
"4599","Frankfurt Flughafen","Prag",120
"4600","Frankfurt Flughafen","Venedig Flughafen",120
"4601","Frankfurt Flughafen","Bremen",120
"4602","Frankfurt Flughafen","LÃ¼ttich",120
"4603","Frankfurt Flughafen","Riegel am Kaiserstuhl",120
"4604","Frankfurt Flughafen","Kassel",120
"4605","Frankfurt Flughafen","Nordhorn",120
"4606","Frankfurt Flughafen","Villingen-Schwenningen",120
"4607","Friedrichshafen","Frankfurt Flughafen",120
"4608","Frankfurt Flughafen","Offenburg",120
"4609","Frankfurt Flughafen","Mittenwald",120
"4610","Frankfurt Flughafen","Braunschweig",120
"4611","Frankfurt Flughafen","Groningen",120
"4612","Frankfurt Flughafen","Peschiera del Garda",120
"4613","Frankfurt Flughafen","Chemnitz",120
"4614","Frankfurt Flughafen","Maastricht",120
"4615","Frankfurt Flughafen","Hinterzarten",120
"4616","Frankfurt Flughafen","Bonn",120
"4617","Frankfurt Flughafen","Rheda-WiedenbrÃ¼ck",120
"4618","Frankfurt Flughafen","Donaueschingen",120
"4619","MÃ¼nchen","Frankfurt Flughafen",120
"4620","Frankfurt Flughafen","Leer",120
"4621","Frankfurt Flughafen","Roermond",120
"4622","Frankfurt Flughafen","Bayreuth",120
"4623","Frankfurt Flughafen","Marburg",120
"4624","Frankfurt Flughafen","Castelnuovo del Garda (Gardaland)",120
"4625","Frankfurt Flughafen","Wuppertal",120
"4626","Frankfurt Flughafen","Metz",120
"4627","Frankfurt Flughafen","Flughafen Frankfurt-Hahn",120
"4628","Frankfurt Flughafen","Kiel",120
"4629","Frankfurt Flughafen","Genua",120
"4630","Frankfurt Flughafen","Ljubljana",120
"4631","Heidelberg","Frankfurt Flughafen",120
"4632","Frankfurt Flughafen","Pforzheim",120
"4633","Frankfurt Flughafen","Trient",120
"4634","Frankfurt Flughafen","GÃ¶ttingen",120
"4635","Frankfurt Flughafen","Bad Zwesten",120
"4636","Frankfurt Flughafen","Hasselt",120
"4637","Frankfurt Flughafen","Luxemburg",120
"4638","Frankfurt Flughafen","Venedig",120
"4639","Frankfurt Flughafen","Jesolo",120
"4640","Frankfurt Flughafen","Siegen",120
"4641","Frankfurt Flughafen","Bad Arolsen",120
"4642","Frankfurt Flughafen","Zagreb",120
"4643","LÃ¶rrach","Frankfurt Flughafen",120
"4644","Frankfurt Flughafen","Regensburg",120
"4645","Frankfurt Flughafen","Wetter (Hessen)",120
"4646","Frankfurt Flughafen","Dortmund",120
"4647","Frankfurt Flughafen","Dornbirn",120
"4648","Frankfurt Flughafen","Paris",120
"4649","Frankfurt Flughafen","Kaiserslautern",120
"4650","Frankfurt Flughafen","Verona",120
"4651","Frankfurt Flughafen","Diedenhofen (Thionville)",120
