"","V1","V2","generated_from"
"5900","Hamburg","PloieÈ™ti",118
"5901","Hamburg","LÃ¶ningen",118
"5902","Hamburg","OraÅ¡je",118
"5903","Hamburg","Ã…s",118
"5904","Hamburg","Lille",118
"5905","Hamburg","SebeÈ™",118
"5906","Hamburg","Moss",118
"5907","Hamburg","Hengelo",118
"5908","Hamburg","JÃ¶nkÃ¶ping",118
"5909","Hamburg","Uddevalla",118
"5910","Hamburg","KrusÃ¥",118
"5911","Hamburg","LinkÃ¶ping",118
"5912","Hamburg","Uplengen",118
"5913","Hamburg","BrÃ¼ssel Flughafen",118
"5914","Start","End",251
"5915","Kiel","Hamburg Flughafen",251
"5916","LÃ¼beck","Hamburg Flughafen",251
"5917","Flensburg","Hamburg Flughafen",251
"5918","Hannover","Hamburg Flughafen",251
"5919","Berlin","Hamburg Flughafen",251
"5920","Oldenburg","Hamburg Flughafen",251
"5921","Bremen","Hamburg Flughafen",251
"5922","NeumÃ¼nster","Hamburg Flughafen",251
"5923","Vejle","Hamburg Flughafen",251
"5924","Aarhus","Hamburg Flughafen",251
"5925","Aalborg","Hamburg Flughafen",251
"5926","Randers","Hamburg Flughafen",251
"5927","Leipzig","Hamburg Flughafen",251
"5928","Bispingen","Hamburg Flughafen",251
"5929","Esbjerg","Hamburg Flughafen",251
"5930","Magdeburg","Hamburg Flughafen",251
"5931","Halle","Hamburg Flughafen",251
"5932","Jena","Hamburg Flughafen",251
"5933","Erfurt","Hamburg Flughafen",251
"5934","Kolding","Hamburg Flughafen",251
"5935","Start","End",436
"5936","DÃ¼sseldorf","Hamm",436
"5937","Berlin","Hamm",436
"5938","Darmstadt","Hamm",436
"5939","Hannover","Hamm",436
"5940","Frankfurt","Hamm",436
"5941","Aachen","Hamm",436
"5942","Karlsruhe","Hamm",436
"5943","Bad Oeynhausen","Hamm",436
"5944","Braunschweig","Hamm",436
"5945","Magdeburg","Hamm",436
"5946","Hamm","Hasselt",436
"5947","Hamm","Maastricht",436
"5948","Frankfurt Flughafen","Hamm",436
"5949","Hamm","OsnabrÃ¼ck",436
"5950","Hamm","Siegen",436
"5951","Stuttgart","Hamm",436
"5952","GieÃŸen","Hamm",436
"5953","Start","End",146
"5954","Dortmund","Hannover",146
"5955","Hannover","Bremen",146
"5956","Hamburg","Hannover",146
"5957","KÃ¶ln","Hannover",146
"5958","Berlin","Hannover",146
"5959","Frankfurt","Hannover",146
"5960","Essen","Hannover",146
"5961","Leipzig","Hannover",146
"5962","Hannover","Kaiserslautern",146
"5963","DÃ¼sseldorf","Hannover",146
"5964","Freiburg","Hannover",146
"5965","MÃ¼nchen","Hannover",146
"5966","Hannover","Dresden",146
"5967","NÃ¼rnberg","Hannover",146
"5968","Hannover","Amsterdam",146
"5969","Hannover","Bielefeld",146
"5970","Bochum","Hannover",146
"5971","Hannover","Paris",146
"5972","Hannover","Wien",146
"5973","Hannover","Kassel",146
"5974","Hannover","Halle",146
"5975","Hannover","MÃ¶nchengladbach",146
"5976","ZÃ¼rich","Hannover",146
"5977","Hannover","Monopoli",146
"5978","GÃ¶ttingen","Hannover",146
"5979","WÃ¼rzburg","Hannover",146
"5980","Hannover","OsnabrÃ¼ck",146
"5981","Darmstadt","Hannover",146
"5982","Hannover","Budapest",146
"5983","Hannover","Kopenhagen",146
"5984","Hannover","Magdeburg",146
"5985","Hannover","Kiel",146
"5986","Hannover","Oldenburg",146
"5987","Hannover","Paderborn",146
"5988","Hannover","Prag",146
"5989","Hannover","MÃ¼nster",146
"5990","Hannover","Stockholm",146
"5991","Karlsruhe","Hannover",146
"5992","Hannover","Melle",146
"5993","Hannover","Bonn",146
"5994","Hannover","Mailand",146
"5995","Hannover","Salzgitter",146
"5996","Hannover","Basel/Weil am Rhein",146
"5997","Hannover","Goslar",146
"5998","Mannheim","Hannover",146
"5999","Hannover","Kiew",146
"6000","Hannover","Aachen",146
"6001","Hannover","LÃ¼beck",146
"6002","Hannover","BrÃ¼ssel",146
"6003","Hannover","Flensburg",146
"6004","Hannover","Soltau",146
"6005","Rostock","Hannover",146
"6006","Hannover","Duisburg",146
"6007","Hannover","Bremerhaven",146
"6008","Hannover","Cuxhaven",146
"6009","Hannover","Fulda",146
"6010","Hannover","Erfurt",146
"6011","Heidelberg","Hannover",146
"6012","Hannover","Enschede",146
"6013","Hannover","Groningen",146
"6014","Hannover","Bamberg",146
"6015","Hannover","Bologna",146
"6016","Hannover","Rimini",146
"6017","Hannover","Hamm",146
"6018","Hannover","SaarbrÃ¼cken",146
"6019","Hannover","GieÃŸen",146
"6020","Hannover","Wuppertal",146
"6021","Hannover","Brindisi",146
"6022","Hannover","Bukarest",146
"6023","Hannover","Jena",146
"6024","Hannover","Krefeld",146
"6025","Hannover","Rotterdam",146
"6026","Hannover","Schwerin",146
"6027","Hannover","Oberhausen",146
"6028","Hannover","Gelsenkirchen",146
"6029","Hannover","Wernigerode",146
"6030","Rust (Europa-Park)","Hannover",146
"6031","Hannover","Wilhelmshaven",146
"6032","Hannover","Hamburg Flughafen",146
"6033","Hannover","Marburg",146
"6034","Hannover","Trier",146
"6035","Hannover","Den Haag",146
"6036","Hannover","Delmenhorst",146
"6037","Hannover","Bratislava",146
"6038","Hannover","MalmÃ¶",146
"6039","Hannover","Siegen",146
"6040","Hannover","Meppen",146
"6041","Hannover","Sarajevo",146
"6042","Hannover","Weimar",146
"6043","Hannover","Antwerpen",146
"6044","Hannover","Erlangen",146
"6045","Hannover","Nordhausen",146
"6046","Hannover","Herne",146
"6047","Hannover","Nordhorn",146
"6048","Hannover","Quedlinburg",146
"6049","Hannover","Puttgarden",146
"6050","Konstanz","Hannover",146
"6051","Hannover","Eindhoven",146
"6052","Hannover","Bottrop",146
"6053","Hannover","Remscheid",146
"6054","Hannover","Greifswald",146
"6055","Hannover","Coburg",146
"6056","Hannover","Bocholt",146
"6057","Hannover","Wismar",146
"6058","Hannover","Maastricht",146
"6059","Hannover","Pforzheim",146
"6060","Hannover","Homburg",146
"6061","Hannover","Schweinfurt",146
"6062","Bayreuth","Hannover",146
"6063","Hannover","Nijmegen",146
"6064","Hannover","Utrecht",146
"6065","Hannover","Reutlingen",146
"6066","Hannover","Lille",146
"6067","Hannover","Aarhus",146
"6068","Hannover","Offenburg",146
"6069","Hannover","Bispingen",146
"6070","Hannover","Luzern",146
"6071","Hannover","Tuzla",146
"6072","Hannover","Ancona",146
"6073","Hannover","Pescara",146
"6074","Hannover","Winterberg",146
"6075","Alsfeld","Hannover",146
"6076","Hannover","Kolding",146
"6077","Hannover","Roermond",146
"6078","Hannover","Gera",146
"6079","Hannover","Sibiu",146
"6080","Hannover","Hengelo",146
"6081","Hannover","Helsingborg",146
"6082","Herzberg","Hannover",146
"6083","Hannover","Graz",146
"6084","LÃ¶rrach","Hannover",146
"6085","Hannover","Konin",146
"6086","Hannover","Borken",146
"6087","Hannover","Schytomyr",146
"6088","Hannover","Canosa di Puglia",146
"6089","Frankfurt Flughafen","Hannover",146
"6090","Hannover","Weinheim (BergstraÃŸe)",146
"6091","Hannover","Lutherstadt Wittenberg",146
"6092","Hannover","Galatina",146
"6093","Hannover","Neheim-HÃ¼sten",146
"6094","Hannover","Brilon",146
"6095","Hannover","Cerignola",146
"6096","Hannover","Deva",146
"6097","Hannover","Arnsberg",146
"6098","Hannover","Wien Flughafen",146
"6099","Hannover","Arad",146
"6100","Hannover","Meschede",146
"6101","Hannover","BiaÅ‚ystok",146
"6102","Hannover","BraÈ™ov",146
"6103","Hannover","Peine",146
"6104","Hannover","Srebrenik",146
"6105","Hannover","Potsdam",146
"6106","Hannover","Delft",146
"6107","Hannover","Paris - Flughafen Charles-de-Gaulle",146
"6108","Hannover","FÄƒgÄƒraÈ™",146
"6109","Hannover","Lippstadt",146
"6110","Hannover","BrÄko",146
"6111","Hannover","Gent",146
"6112","Hannover","Deventer",146
"6113","Hannover","Foggia",146
"6114","Hannover","Westerstede",146
"6115","Hannover","Szeged",146
"6116","Hannover","PloieÈ™ti",146
"6117","Hannover","Bozen",146
"6118","Zella-Mehlis (Suhl/Oberhof)","Hannover",146
"6119","Hannover","OraÅ¡je",146
"6120","Hannover","Lecce",146
"6121","Hannover","Drachten",146
"6122","Hannover","Arnheim",146
"6123","Hannover","SebeÈ™",146
"6124","Hannover","Innsbruck",146
"6125","Hannover","BrÃ¼nn",146
"6126","Hannover","Verona",146
"6127","Hannover","San Severo",146
"6128","Hannover","Kiseljak",146
"6129","Hannover","Hagen",146
"6130","Hannover","Lipova",146
"6131","Hannover","Trient",146
"6132","Hannover","Vejle",146
"6133","Hannover","Apeldoorn",146
"6134","Hannover","Kakanj",146
"6135","Hannover","Visoko",146
"6136","Hannover","Regensburg",146
"6137","Hannover","OrÄƒÈ™tie",146
"6138","Hannover","Heiligenhafen",146
"6139","Hannover","Andria",146
"6140","Hannover","Zenica",146
"6141","Hannover","Passau",146
"6142","Osterode","Hannover",146
"6143","Hannover","Termoli",146
"6144","Hannover","Å½epÄe",146
"6145","Hannover","Maribor",146
"6146","Hannover","Sinaia",146
"6147","Stuttgart","Hannover",146
"6148","Hannover","Engen",146
"6149","Hannover","Amersfoort",146
"6150","Hannover","NardÃ²",146
"6151","Hannover","Maglaj",146
"6152","Hannover","Zagreb",146
"6153","Hannover","Bad Zwesten",146
"6154","Hannover","Emmen",146
"6155","Hannover","Posen",146
"6156","Hannover","Lwiw",146
"6157","Hannover","San Salvo",146
"6158","Hannover","Linz",146
"6159","Hannover","Warschau",146
"6160","Hannover","Riwne",146
"6161","Hannover","Lund",146
"6162","Hannover","Maglie",146
"6163","Start","End",231
"6164","Hamburg","Sierksdorf (Hansa-Park)",231
"6165","Berlin","Sierksdorf (Hansa-Park)",231
"6166","Start","End",182
"6167","Bukarest","HaselÃ¼nne",182
"6168","Berlin","HaselÃ¼nne",182
"6169","Leipzig","HaselÃ¼nne",182
"6170","Dresden","HaselÃ¼nne",182
"6171","Prag","HaselÃ¼nne",182
"6172","FÄƒgÄƒraÈ™","HaselÃ¼nne",182
"6173","Bratislava","HaselÃ¼nne",182
"6174","BrÃ¼nn","HaselÃ¼nne",182
"6175","Lipova","HaselÃ¼nne",182
"6176","OrÄƒÈ™tie","HaselÃ¼nne",182
"6177","Sinaia","HaselÃ¼nne",182
"6178","Deva","HaselÃ¼nne",182
"6179","Budapest","HaselÃ¼nne",182
"6180","Arad","HaselÃ¼nne",182
"6181","Szeged","HaselÃ¼nne",182
"6182","BraÈ™ov","HaselÃ¼nne",182
"6183","Hamburg","HaselÃ¼nne",182
"6184","PloieÈ™ti","HaselÃ¼nne",182
"6185","Bremen","HaselÃ¼nne",182
"6186","SebeÈ™","HaselÃ¼nne",182
"6187","Sibiu","HaselÃ¼nne",182
"6188","Start","End",836
"6189","Berlin","Heide",836
"6190","Hamburg","Heide",836
"6191","Flensburg","Heide",836
"6192","St. Peter-Ording","Heide",836
"6193","Start","End",98
"6194","Heidelberg","Wetter (Hessen)",98
"6195","Berlin","Heidelberg",98
"6196","Heidelberg","Essen",98
"6197","Heidelberg","Mannheim",98
"6198","Frankfurt","Heidelberg",98
"6199","Heidelberg","Stuttgart",98
"6200","Heidelberg","Halle",98
"6201","MÃ¼nchen","Heidelberg",98
"6202","Heidelberg","Hamburg",98
"6203","Heidelberg","Hildesheim",98
"6204","Heidelberg","Paris",98
"6205","Heidelberg","Amsterdam",98
"6206","Heidelberg","Mainz",98
"6207","Heidelberg","Wien",98
"6208","Heidelberg","KÃ¶ln",98
"6209","Freiburg","Heidelberg",98
"6210","Darmstadt","Heidelberg",98
"6211","Heidelberg","Heilbronn",98
"6212","Heidelberg","StraÃŸburg",98
"6213","Heidelberg","Weinheim (BergstraÃŸe)",98
"6214","Heidelberg","NÃ¼rnberg",98
"6215","Heidelberg","DÃ¼sseldorf",98
"6216","Heidelberg","WÃ¼rzburg",98
"6217","Heidelberg","Regensburg",98
"6218","Heidelberg","Kiel",98
"6219","Heidelberg","Winterberg",98
"6220","Heidelberg","Wiesbaden",98
"6221","Heidelberg","Hannover",98
"6222","Heidelberg","Basel/Weil am Rhein",98
"6223","Heidelberg","Leipzig",98
"6224","ZÃ¼rich","Heidelberg",98
"6225","Heidelberg","TÃ¼bingen",98
"6226","Heidelberg","Bonn",98
"6227","Heidelberg","Siegen",98
"6228","Heidelberg","SaarbrÃ¼cken",98
"6229","Heidelberg","Dortmund",98
"6230","Heidelberg","Ulm",98
"6231","Heidelberg","Bern",98
"6232","Heidelberg","Baden-Baden",98
"6233","Heidelberg","Kassel",98
"6234","Heidelberg","Bremen",98
"6235","Heidelberg","Passau",98
"6236","Heidelberg","Kaiserslautern",98
"6237","Heidelberg","Trier",98
"6238","Heidelberg","Prag",98
"6239","Heidelberg","MÃ¼nster",98
"6240","Heidelberg","Dresden",98
"6241","Konstanz","Heidelberg",98
"6242","Heidelberg","Lyon",98
"6243","Heidelberg","Augsburg",98
"6244","Heidelberg","Marburg",98
"6245","Heidelberg","Duisburg",98
"6246","Heidelberg","Erlangen",98
"6247","Heidelberg","Reutlingen",98
"6248","Heidelberg","Braunschweig",98
"6249","Heidelberg","GÃ¶ttingen",98
"6250","Heidelberg","Luxemburg",98
"6251","Heidelberg","Bochum",98
"6252","Heidelberg","Jena",98
"6253","Heidelberg","Bielefeld",98
"6254","Heidelberg","Innsbruck",98
"6255","Heidelberg","GieÃŸen",98
"6256","Heidelberg","Fulda",98
"6257","Heidelberg","Bamberg",98
"6258","Heidelberg","Erfurt",98
"6259","Heidelberg","Magdeburg",98
"6260","Heidelberg","Ravensburg",98
"6261","Heidelberg","Colmar",98
"6262","Heidelberg","Offenburg",98
"6263","Heidelberg","Oldenburg",98
"6264","Heidelberg","Wuppertal",98
"6265","Heidelberg","Paderborn",98
"6266","Heidelberg","LÃ¶rrach",98
"6267","Heidelberg","Memmingen",98
"6268","Heidelberg","BrÃ¼ssel",98
"6269","Heidelberg","Soltau",98
"6270","Heidelberg","OsnabrÃ¼ck",98
"6271","Heidelberg","Luzern",98
"6272","Heidelberg","Lindau",98
"6273","Heidelberg","Genf",98
"6274","Heidelberg","Homburg",98
"6275","Heidelberg","Krefeld",98
"6276","Friedrichshafen","Heidelberg",98
"6277","Heidelberg","Venedig",98
"6278","Heidelberg","Chemnitz",98
"6279","Heidelberg","Rotterdam",98
"6280","Heidelberg","MÃ¶nchengladbach",98
"6281","Heidelberg","Mailand",98
"6282","Heidelberg","Rust (Europa-Park)",98
"6283","Heidelberg","Weimar",98
"6284","Heidelberg","FÃ¼ssen",98
"6285","Heidelberg","Kehl",98
"6286","Heidelberg","Rostock",98
"6287","Heidelberg","Linz",98
"6288","Heidelberg","Bad Zwesten",98
"6289","Heidelberg","Villingen-Schwenningen",98
"6290","Heidelberg","LÃ¼beck",98
"6291","Heidelberg","Wolpertshausen",98
"6292","Titisee-Neustadt","Heidelberg",98
"6293","Heidelberg","Gera",98
"6294","Heidelberg","Bregenz",98
"6295","Heidelberg","Trient",98
"6296","Heidelberg","Montpellier",98
"6297","Heidelberg","Brilon",98
"6298","Heidelberg","Dornbirn",98
"6299","Heidelberg","Alsfeld",98
"6300","Heidelberg","Bratislava",98
"6301","Heidelberg","Jesolo",98
"6302","Heidelberg","Frankenberg (Eder)",98
"6303","Heidelberg","Perpignan",98
"6304","Heidelberg","GÃ¼tersloh",98
"6305","Heidelberg","Chur",98
"6306","Heidelberg","Bad Hersfeld",98
"6307","Heidelberg","Breslau",98
"6308","Heidelberg","Venedig Flughafen",98
"6309","Heidelberg","Wilhelmshaven",98
"6310","Heidelberg","Herzhausen (VÃ¶hl)",98
"6311","Heidelberg","Belfort",98
"6312","Heidelberg","Rheda-WiedenbrÃ¼ck",98
"6313","Heidelberg","Lwiw",98
"6314","Heidelberg","Limburg an der Lahn",98
"6315","Heidelberg","Korbach",98
"6316","Heidelberg","BesanÃ§on",98
"6317","Heidelberg","Lippstadt",98
"6318","Heidelberg","Deggendorf",98
"6319","Heidelberg","Riwne",98
"6320","Heidelberg","Montabaur",98
"6321","Heidelberg","Nijmegen",98
"6322","Heidelberg","Barcelona",98
"6323","Heidelberg","Bozen",98
"6324","Heidelberg","Schytomyr",98
"6325","Heidelberg","Verona",98
"6326","Heidelberg","Den Haag",98
"6327","Heidelberg","Lloret de Mar",98
"6328","Heidelberg","Genua",98
"6329","Heidelberg","Helmstedt",98
"6330","Heidelberg","Kiew",98
"6331","Heidelberg","MÃ¼lhausen",98
"6332","Heidelberg","Gotha",98
"6333","Heidelberg","Eindhoven",98
"6334","Heidelberg","Koblenz",98
"6335","Heidelberg","MÃ¼nchen-Flughafen",98
"6336","Heidelberg","GÃ¼nzburg (Legoland)",98
"6337","Heidelberg","Utrecht",98
"6338","Heidelberg","Emden",98
"6339","Heidelberg","Venlo",98
"6340","Heidelberg","Fribourg (Suisse)",98
"6341","Heidelberg","Como",98
"6342","Heidelberg","Garmisch-Partenkirchen",98
"6343","Heidelberg","LÃ¼ttich",98
"6344","Heidelberg","Leer",98
"6345","Heidelberg","Frankfurt Flughafen",98
"6346","Heidelberg","Girona",98
"6347","Heidelberg","Seefeld",98
"6348","Heidelberg","Eisenach",98
"6349","Heidelberg","Bottrop",98
"6350","Heidelberg","Ljubljana",98
"6351","Heidelberg","LÃ¼denscheid",98
"6352","Heidelberg","Figueres",98
"6353","Heidelberg","Isselburg",98
"6354","Heidelberg","Basel Euroairport",98
"6355","Heidelberg","Zagreb",98
"6356","Heidelberg","Liberec",98
"6357","Heidelberg","Donaueschingen",98
"6358","Heidelberg","Antwerpen",98
"6359","Heidelberg","Riegel am Kaiserstuhl",98
"6360","Heidelberg","Bad Arolsen",98
"6361","Heidelberg","Kopenhagen",98
"6362","Heidelberg","Warschau",98
"6363","Heidelberg","Hinterzarten",98
"6364","Heidelberg","Lausanne",98
"6365","Heidelberg","Puttgarden",98
"6366","Start","End",444
"6367","Berlin","Heidenheim",444
"6368","TÃ¼bingen","Heidenheim",444
"6369","Heidenheim","Kempten",444
"6370","Heidenheim","Memmingen",444
"6371","Ansbach","Heidenheim",444
"6372","Bayreuth","Heidenheim",444
"6373","Heidenheim","Schleiz",444
"6374","Start","End",110
"6375","Heilbronn","Wetter (Hessen)",110
"6376","Frankfurt","Heilbronn",110
"6377","MÃ¼nchen","Heilbronn",110
"6378","Heidelberg","Heilbronn",110
"6379","Mannheim","Heilbronn",110
"6380","Karlsruhe","Heilbronn",110
"6381","Berlin","Heilbronn",110
"6382","NÃ¼rnberg","Heilbronn",110
"6383","KÃ¶ln","Heilbronn",110
"6384","Freiburg","Heilbronn",110
"6385","DÃ¼sseldorf","Heilbronn",110
"6386","Darmstadt","Heilbronn",110
"6387","Heilbronn","Reutlingen",110
"6388","StraÃŸburg","Heilbronn",110
"6389","Heilbronn","Baden-Baden",110
"6390","Friedrichshafen","Heilbronn",110
"6391","Heilbronn","Trier",110
"6392","Heilbronn","Essen",110
"6393","Heilbronn","Bad Arolsen",110
"6394","Heilbronn","Homburg",110
"6395","Heilbronn","BrÃ¼ssel",110
"6396","Heilbronn","Bielefeld",110
"6397","Heilbronn","Venlo",110
"6398","Heilbronn","Hagen",110
"6399","Heilbronn","Koblenz",110
"6400","Heilbronn","Frankenberg (Eder)",110
"6401","Heilbronn","Bonn",110
"6402","Heilbronn","Antwerpen",110
"6403","Heilbronn","Isselburg",110
"6404","Stuttgart","Heilbronn",110
"6405","Heilbronn","Augsburg",110
"6406","Heilbronn","Herzhausen (VÃ¶hl)",110
"6407","Heilbronn","Siegen",110
"6408","Heilbronn","Linz",110
"6409","Heilbronn","Prag",110
"6410","Heilbronn","WÃ¼rzburg",110
"6411","Heilbronn","Bamberg",110
"6412","Heilbronn","Korbach",110
"6413","Heilbronn","SaarbrÃ¼cken",110
"6414","Heilbronn","Bukarest",110
"6415","Heilbronn","Marburg",110
"6416","Heilbronn","Den Haag",110
"6417","Heilbronn","TÃ¼bingen",110
"6418","Heilbronn","Wiesbaden",110
"6419","Heilbronn","Lipova",110
"6420","Heilbronn","Ravensburg",110
"6421","Heilbronn","Ljubljana",110
"6422","Heilbronn","Wilhelmshaven",110
"6423","Heilbronn","FÃ¼ssen",110
"6424","Heilbronn","MÃ¶nchengladbach",110
"6425","Heilbronn","OrÄƒÈ™tie",110
"6426","Heilbronn","Innsbruck",110
"6427","Heilbronn","Pilsen",110
"6428","Heilbronn","Oldenburg",110
"6429","Heilbronn","LÃ¼denscheid",110
"6430","Heilbronn","MÃ¼nchen-Flughafen",110
"6431","Heilbronn","Sibiu",110
"6432","Heilbronn","Bratislava",110
"6433","Heilbronn","Zella-Mehlis (Suhl/Oberhof)",110
"6434","Heilbronn","Bremen",110
"6435","Heilbronn","GÃ¼tersloh",110
"6436","Heilbronn","Garmisch-Partenkirchen",110
"6437","Heilbronn","Sinaia",110
"6438","Heilbronn","Budapest",110
"6439","Heilbronn","Leipzig",110
"6440","Heilbronn","Wuppertal",110
"6441","Heilbronn","Rheda-WiedenbrÃ¼ck",110
"6442","Heilbronn","Seefeld",110
"6443","Heilbronn","PloieÈ™ti",110
"6444","Heilbronn","LÃ¼ttich",110
"6445","Heilbronn","Hamburg",110
"6446","Heilbronn","Luxemburg",110
"6447","Heilbronn","Lippstadt",110
"6448","Heilbronn","Ulm",110
"6449","Heilbronn","BraÈ™ov",110
"6450","Heilbronn","Zagreb",110
"6451","Heilbronn","Frankfurt Flughafen",110
"6452","Heilbronn","Kaiserslautern",110
"6453","Heilbronn","GÃ¼nzburg (Legoland)",110
"6454","Heilbronn","GieÃŸen",110
"6455","Heilbronn","FÄƒgÄƒraÈ™",110
"6456","Heilbronn","Wien",110
"6457","Heilbronn","Braunschweig",110
"6458","Heilbronn","Memmingen",110
"6459","Kehl","Heilbronn",110
"6460","Heilbronn","Duisburg",110
"6461","Heilbronn","SebeÈ™",110
"6462","Heilbronn","Kassel",110
"6463","Heilbronn","Bayreuth",110
"6464","Heilbronn","OsnabrÃ¼ck",110
"6465","Heilbronn","Krefeld",110
"6466","Heilbronn","Deva",110
"6467","Heilbronn","Paderborn",110
"6468","Heilbronn","GÃ¶ttingen",110
"6469","Heilbronn","Ilmenau",110
"6470","Heilbronn","Brilon",110
"6471","Heilbronn","Karlsbad",110
"6472","Heilbronn","Passau",110
"6473","Heilbronn","Arad",110
"6474","Heilbronn","Amsterdam",110
"6475","Heilbronn","Dortmund",110
"6476","Heilbronn","MÃ¼nster",110
"6477","Heilbronn","Schweinfurt",110
"6478","Heilbronn","Rotterdam",110
"6479","Heilbronn","Bochum",110
"6480","Heilbronn","Mainz",110
"6481","Heilbronn","Winterberg",110
"6482","Heilbronn","Eindhoven",110
"6483","Start","End",108
"6484","Hamburg","Heiligenhafen",108
"6485","LÃ¼beck","Heiligenhafen",108
"6486","Oldenburg","Heiligenhafen",108
"6487","Kopenhagen","Heiligenhafen",108
"6488","Bremen","Heiligenhafen",108
"6489","MÃ¼nchen","Heiligenhafen",108
"6490","NÃ¼rnberg","Heiligenhafen",108
"6491","WÃ¼rzburg","Heiligenhafen",108
"6492","Hannover","Heiligenhafen",108
"6493","Erlangen","Heiligenhafen",108
"6494","Start","End",448
"6495","Berlin","Helmstedt",448
"6496","Hamburg","Helmstedt",448
"6497","Leipzig","Helmstedt",448
"6498","Helmstedt","Neckarsulm",448
"6499","Stuttgart","Helmstedt",448
"6500","MÃ¼nchen","Helmstedt",448
"6501","Frankfurt","Helmstedt",448
"6502","Heidelberg","Helmstedt",448
"6503","NÃ¼rnberg","Helmstedt",448
"6504","GÃ¶ttingen","Helmstedt",448
"6505","Hildesheim","Helmstedt",448
"6506","Dortmund","Helmstedt",448
"6507","Halle","Helmstedt",448
"6508","Helmstedt","Kassel",448
"6509","Helmstedt","Ingolstadt",448
"6510","Bayreuth","Helmstedt",448
"6511","Start","End",226
"6512","Berlin","Heringsdorf",226
"6513","Hamburg","Heringsdorf",226
"6514","Rostock","Heringsdorf",226
"6515","Greifswald","Heringsdorf",226
"6516","Heringsdorf","Pasewalk",226
"6517","Start","End",455
"6518","KÃ¶ln","Herne",455
"6519","Berlin","Herne",455
"6520","Hannover","Herne",455
"6521","Bonn","Herne",455
"6522","Magdeburg","Herne",455
"6523","Herne","Remscheid",455
"6524","Start","End",145
"6525","Berlin","Herzberg",145
"6526","Hamburg","Herzberg",145
"6527","Essen","Herzberg",145
"6528","Bochum","Herzberg",145
"6529","Herzberg","Hannover",145
"6530","DÃ¼sseldorf","Herzberg",145
"6531","Dortmund","Herzberg",145
"6532","Herzberg","Kassel",145
"6533","MÃ¼nchen","Herzberg",145
"6534","Herzberg","Quedlinburg",145
"6535","NÃ¼rnberg","Herzberg",145
"6536","Herzberg","Blankenburg",145
"6537","Zella-Mehlis (Suhl/Oberhof)","Herzberg",145
"6538","Herzberg","Wernigerode",145
"6539","Herzberg","Aschersleben",145
"6540","Herzberg","Magdeburg",145
"6541","Herzberg","Erfurt",145
"6542","Herzberg","Soltau",145
"6543","Herzberg","Jena",145
"6544","Herzberg","Coburg",145
"6545","Herzberg","Bamberg",145
"6546","Herzberg","Erlangen",145
"6547","Start","End",343
"6548","TÃ¼bingen","Herzhausen (VÃ¶hl)",343
"6549","OsnabrÃ¼ck","Herzhausen (VÃ¶hl)",343
"6550","Homburg","Herzhausen (VÃ¶hl)",343
"6551","Kiel","Herzhausen (VÃ¶hl)",343
"6552","SaarbrÃ¼cken","Herzhausen (VÃ¶hl)",343
"6553","Ulm","Herzhausen (VÃ¶hl)",343
"6554","GieÃŸen","Herzhausen (VÃ¶hl)",343
"6555","Bielefeld","Herzhausen (VÃ¶hl)",343
"6556","Marburg","Herzhausen (VÃ¶hl)",343
"6557","Ravensburg","Herzhausen (VÃ¶hl)",343
"6558","Paderborn","Herzhausen (VÃ¶hl)",343
"6559","Friedrichshafen","Herzhausen (VÃ¶hl)",343
"6560","Heilbronn","Herzhausen (VÃ¶hl)",343
"6561","MÃ¼nchen","Herzhausen (VÃ¶hl)",343
"6562","Stuttgart","Herzhausen (VÃ¶hl)",343
"6563","Frankfurt","Herzhausen (VÃ¶hl)",343
"6564","Reutlingen","Herzhausen (VÃ¶hl)",343
"6565","Heidelberg","Herzhausen (VÃ¶hl)",343
"6566","Frankfurt Flughafen","Herzhausen (VÃ¶hl)",343
"6567","Hamburg","Herzhausen (VÃ¶hl)",343
"6568","Augsburg","Herzhausen (VÃ¶hl)",343
"6569","Start","End",129
"6570","Heidelberg","Hildesheim",129
"6571","Berlin","Hildesheim",129
"6572","Hamburg","Hildesheim",129
"6573","GÃ¶ttingen","Hildesheim",129
"6574","Hildesheim","Halle",129
"6575","Hildesheim","Bremen",129
"6576","Frankfurt","Hildesheim",129
"6577","MÃ¼nchen","Hildesheim",129
"6578","Hildesheim","Oldenburg",129
"6579","KÃ¶ln","Hildesheim",129
"6580","Hildesheim","OsnabrÃ¼ck",129
"6581","Hildesheim","Amsterdam",129
"6582","Hildesheim","Magdeburg",129
"6583","Hildesheim","Dortmund",129
"6584","Leipzig","Hildesheim",129
"6585","ZÃ¼rich","Hildesheim",129
"6586","NÃ¼rnberg","Hildesheim",129
"6587","Hildesheim","Dresden",129
"6588","Freiburg","Hildesheim",129
"6589","Rust (Europa-Park)","Hildesheim",129
"6590","Hildesheim","Cuxhaven",129
"6591","Karlsruhe","Hildesheim",129
"6592","Hildesheim","Prag",129
"6593","WÃ¼rzburg","Hildesheim",129
"6594","Hildesheim","Sibiu",129
"6595","Hildesheim","FÄƒgÄƒraÈ™",129
"6596","Hildesheim","BraÈ™ov",129
"6597","Hildesheim","Erlangen",129
"6598","Hildesheim","Sinaia",129
"6599","Hildesheim","Jena",129
"6600","Hildesheim","Bad Oeynhausen",129
"6601","Hildesheim","PloieÈ™ti",129
"6602","Konstanz","Hildesheim",129
